customer_id,age,customer_tenure_months,avg_watch_hours_per_week,avg_session_length_min,days_since_last_login,number_of_devices,number_of_support_tickets,monthly_price,discount_percent,subscription_plan,device_type_primary,payment_method,auto_renew_enabled,uses_offline_downloads,shared_account,watched_trending_content,engagement_level,satisfaction_rating,churn_score_hidden,churned
SV503604,35,4.8,93.5,23.1,31.8,2,0.0,19.99,0,Standard,SmartTV,Debit Card,True,False,True,True,High,High,11.73,Yes
SV503922,22,12.8,8.3,9.4,2.4,4,1.0,8.99,10,Basic,SmartTV,Credit Card,True,False,True,True,Low,High,17.79,Yes
SV502457,27,30.9,14.0,58.5,7.2,1,0.0,8.99,10,Standard,SmartTV,Credit Card,True,False,False,True,High,High,-30.45,No
SV501285,37,35.0,2.5,32.1,17.9,1,2.0,15.99,0,Premium,SmartTV,Debit Card,True,True,False,True,Low,Medium,2.54,No
SV503463,19,27.2,11.4,80.7,25.4,4,1.0,8.99,0,Family,Mobile,Debit Card,True,False,False,True,Medium,High,-5.03,No
SV502580,23,41.6,7.6,27.2,17.2,1,0.0,8.99,10,Standard,SmartTV,Credit Card,False,False,False,True,Medium,High,-9.23,No
SV503188,30,2.6,3.3,69.9,13.4,1,2.0,15.99,0,Standard,Mobile,Debit Card,True,False,True,True,Low,High,6.05,Yes
SV502087,29,22.5,6.5,73.9,0.0,3,0.0,12.99,0,Standard,Mobile,Credit Card,True,True,False,True,Low,Medium,21.08,Yes
SV501889,40,11.2,6.2,58.8,5.0,1,0.0,12.99,10,Basic,Laptop,Debit Card,True,False,True,True,Low,High,17.22,Yes
SV501591,18,19.3,3.0,42.7,11.4,3,0.0,8.99,0,Basic,Mobile,Debit Card,True,False,False,True,Medium,High,-6.86,No
SV503524,24,11.1,23.9,29.0,2.1,4,2.0,19.99,0,Family,Tablet,PayPal,False,True,True,False,High,High,-38.68,No
SV502162,48,14.6,4.7,72.0,30.9,1,,12.99,0,Standard,Laptop,PayPal,True,False,True,False,Medium,High,-0.99,No
SV503187,26,13.5,2.1,53.9,22.6,1,0.0,8.99,0,Standard,Laptop,Credit Card,True,True,True,True,Medium,High,-13.17,No
SV502271,22,13.5,6.1,16.0,26.7,1,1.0,12.99,0,Family,SmartTV,Credit Card,True,False,False,False,Low,High,-7.46,No
SV503216,20,10.2,3.8,35.5,12.3,1,1.0,12.99,0,Basic,SmartTV,Credit Card,True,True,False,True,Medium,High,-9.57,No
SV501137,34,11.6,9.9,60.0,2.5,3,0.0,15.99,0,Premium,Mobile,PayPal,True,True,False,True,High,High,-24.78,No
SV503335,31,22.3,5.6,40.7,13.5,5,1.0,8.99,0,Basic,Laptop,Credit Card,True,False,True,True,Medium,High,-6.24,No
SV503760,29,8.6,11.0,78.7,26.1,3,0.0,8.99,30,Standard,Laptop,Credit Card,True,False,False,False,High,High,-25.28,No
SV503780,38,7.2,10.6,46.5,16.4,5,1.0,15.99,30,Family,Mobile,PayPal,False,False,True,True,Medium,High,-3.93,No
SV501711,16,3.7,5.4,36.5,15.5,4,0.0,15.99,20,Standard,SmartTV,PayPal,True,False,True,True,Medium,Medium,7.3,Yes
SV503618,38,9.4,0.5,19.3,5.3,4,2.0,15.99,30,Basic,Mobile,Credit Card,False,False,False,False,Low,Medium,13.0,Yes
SV500453,57,5.5,5.8,68.5,8.2,5,0.0,12.99,0,Standard,Laptop,Credit Card,True,False,True,False,Low,High,-4.59,No
SV500913,27,49.5,7.5,61.6,1.2,1,0.0,8.99,0,Standard,Mobile,PayPal,False,False,False,True,Medium,High,-1.82,No
SV502669,27,35.3,4.2,28.1,7.2,1,0.0,15.99,0,Standard,SmartTV,Credit Card,True,False,False,True,Medium,High,0.76,No
SV501199,22,20.4,19.3,59.8,9.5,3,2.0,8.99,0,Premium,Mobile,Credit Card,True,True,False,True,High,High,-35.9,No
SV501274,27,3.2,16.8,58.7,4.2,1,0.0,8.99,0,Family,SmartTV,Credit Card,False,False,False,False,High,High,-5.76,No
SV500037,25,4.8,2.2,95.3,1.3,3,1.0,15.99,10,Standard,SmartTV,Debit Card,True,True,False,True,Medium,High,3.11,No
SV500974,23,12.3,4.3,47.2,14.4,2,1.0,8.99,30,Family,Tablet,Credit Card,True,True,True,False,Medium,High,2.09,No
SV500983,42,2.3,10.3,34.6,9.1,5,0.0,15.99,0,Standard,SmartTV,Credit Card,True,True,False,False,Medium,High,3.25,No
SV502662,30,10.5,29.3,10.6,1.4,1,0.0,12.99,0,Standard,Mobile,Debit Card,True,False,False,True,High,High,-30.39,No
SV501418,45,28.4,3.3,65.5,2.1,5,1.0,8.99,0,Family,Tablet,Gift Card,True,False,False,True,Medium,High,-13.51,No
SV501560,30,3.9,14.3,52.8,9.8,2,0.0,8.99,30,Family,Mobile,PayPal,True,True,False,True,High,High,-41.91,No
SV500039,41,10.9,3.3,36.7,25.2,2,1.0,8.99,20,Standard,SmartTV,Credit Card,False,False,False,True,Low,High,-8.18,No
SV501486,44,63.7,0.6,70.0,4.2,3,3.0,19.99,20,Premium,Laptop,Debit Card,True,False,False,False,Low,Medium,12.33,Yes
SV502542,30,21.8,12.4,51.9,7.4,4,2.0,8.99,10,Standard,Mobile,PayPal,True,True,False,True,Medium,Medium,-10.5,No
SV500169,34,22.8,11.2,79.3,10.3,3,0.0,12.99,0,Standard,Tablet,Gift Card,False,True,False,True,Medium,High,1.38,No
SV501355,39,10.0,4.1,54.9,3.7,2,1.0,12.99,0,Standard,SmartTV,Credit Card,True,False,False,False,Low,High,1.77,No
SV502387,41,19.5,0.4,46.6,3.5,3,2.0,8.99,30,Family,Laptop,Credit Card,True,False,False,True,Low,Medium,3.93,No
SV503593,39,20.9,1.5,26.2,7.2,2,2.0,19.99,20,Standard,Mobile,Debit Card,False,False,False,False,Medium,High,-10.75,No
SV502614,16,24.3,17.3,67.8,11.0,4,0.0,15.99,10,Premium,Mobile,Credit Card,True,False,False,False,High,High,-18.39,No
SV502753,35,20.2,18.8,61.6,9.2,1,0.0,15.99,10,Basic,Mobile,Credit Card,True,True,False,True,High,High,-18.9,No
SV501640,18,10.4,6.0,65.6,5.5,5,0.0,12.99,0,Basic,Mobile,Credit Card,True,False,False,True,Low,Medium,-3.08,No
SV501290,36,10.3,21.6,60.1,7.6,5,0.0,12.99,0,Premium,SmartTV,Debit Card,True,False,False,False,High,Medium,-28.85,No
SV501380,47,213.5,1.7,49.3,5.9,2,1.0,15.99,30,Basic,Mobile,Credit Card,True,False,True,False,Medium,High,18.5,Yes
SV501933,48,25.7,9.8,47.3,10.7,2,2.0,12.99,20,Family,SmartTV,Credit Card,True,True,False,True,High,Medium,-17.3,No
SV500579,38,42.0,6.1,38.9,27.5,5,2.0,8.99,0,Standard,Mobile,PayPal,True,False,False,True,Medium,High,-27.11,No
SV502030,48,7.0,10.3,40.6,16.8,2,0.0,12.99,30,Basic,SmartTV,Debit Card,True,True,False,False,Medium,High,-8.67,No
SV500892,30,13.8,3.0,40.5,0.8,1,,19.99,10,Standard,SmartTV,PayPal,True,True,False,True,Medium,Medium,2.83,No
SV500780,33,14.3,3.3,28.5,0.8,5,0.0,15.99,0,Basic,Laptop,PayPal,True,False,True,True,Medium,High,13.95,Yes
SV500159,21,14.7,7.0,30.9,1.7,2,0.0,19.99,0,Basic,Laptop,Credit Card,True,True,False,True,Medium,High,14.14,Yes
SV500002,42,38.5,9.1,57.2,1.4,2,1.0,15.99,0,Premium,SmartTV,Credit Card,True,False,True,True,Medium,High,-1.05,No
SV503213,23,13.9,0.6,34.4,20.2,5,0.0,12.99,0,Basic,Mobile,Debit Card,True,False,False,True,Low,High,-0.17,No
SV503290,32,31.5,11.2,25.0,4.5,5,1.0,8.99,30,Standard,Laptop,Debit Card,True,False,False,True,Medium,High,-21.85,No
SV500849,45,11.0,7.1,18.1,29.2,4,2.0,15.99,10,Basic,Laptop,Credit Card,True,True,True,True,Low,Medium,26.97,Yes
SV502401,45,20.4,14.8,51.3,5.1,1,0.0,15.99,0,Family,Laptop,PayPal,True,True,False,True,Medium,High,-20.04,No
SV501596,38,5.7,17.7,56.0,20.8,2,0.0,8.99,0,Premium,Laptop,Credit Card,True,False,False,True,High,High,-7.81,No
SV501776,19,40.7,8.8,33.5,7.3,2,2.0,8.99,0,Standard,SmartTV,Credit Card,True,True,True,True,Medium,High,-32.98,No
SV501913,16,12.5,6.7,40.8,8.1,1,0.0,8.99,20,Premium,SmartTV,Credit Card,True,False,True,True,Medium,High,-4.36,No
SV501043,35,15.9,4.7,59.1,1.1,5,0.0,12.99,10,Premium,SmartTV,Credit Card,False,False,True,True,Medium,High,-14.19,No
SV501544,49,8.8,8.2,38.2,1.8,1,1.0,12.99,0,Basic,Mobile,Credit Card,True,True,True,False,Medium,High,-4.65,No
SV503717,39,5.5,7.3,66.3,15.9,3,4.0,8.99,0,Standard,SmartTV,PayPal,True,False,False,False,Low,High,10.0,Yes
SV500053,30,0.8,10.3,45.2,4.1,1,3.0,8.99,0,Premium,Mobile,Credit Card,True,False,True,True,Medium,Medium,-20.54,No
SV503852,19,18.1,3.5,79.4,1.5,3,0.0,19.99,0,Premium,SmartTV,Debit Card,True,False,False,False,Low,High,-13.94,No
SV501911,40,5.0,1.3,58.5,12.5,5,1.0,12.99,30,Premium,Tablet,Gift Card,True,True,False,True,Medium,High,3.4,No
SV502822,41,9.4,12.2,25.1,4.3,2,0.0,8.99,0,Standard,Mobile,Credit Card,True,False,False,True,High,High,-30.36,No
SV502673,39,13.1,19.6,27.3,3.5,3,1.0,19.99,0,Premium,Laptop,PayPal,True,False,False,True,High,High,-17.06,No
SV503489,31,13.1,8.2,47.0,0.5,4,0.0,19.99,10,Premium,Mobile,Credit Card,True,False,True,False,Medium,Medium,11.43,Yes
SV500824,16,1.7,5.9,50.7,0.3,2,1.0,19.99,50,Family,SmartTV,Credit Card,True,False,True,True,Medium,High,-1.38,No
SV503573,33,7.7,13.9,52.8,6.8,3,0.0,19.99,0,Premium,Tablet,Credit Card,True,True,False,False,High,High,-10.59,No
SV501389,24,5.1,3.9,28.0,14.3,1,3.0,8.99,50,Basic,Tablet,Credit Card,True,False,True,True,Low,High,0.75,No
SV503269,25,22.8,2.6,61.0,3.3,1,0.0,8.99,50,Premium,Mobile,Debit Card,True,False,False,False,Low,High,10.59,Yes
SV503114,37,12.1,6.0,22.1,2.1,3,3.0,8.99,10,Basic,Mobile,Credit Card,False,True,True,True,Medium,Medium,-11.58,No
SV501607,36,10.7,10.1,48.1,23.4,4,0.0,8.99,0,Basic,SmartTV,Gift Card,True,True,True,True,Low,High,9.22,Yes
SV501594,38,24.9,5.0,25.0,0.3,5,1.0,8.99,20,Basic,SmartTV,Credit Card,True,False,False,True,Medium,Medium,-8.54,No
SV500771,49,20.9,2.4,17.0,3.2,3,0.0,19.99,0,Premium,Mobile,Debit Card,True,True,False,False,Medium,High,-24.74,No
SV502273,44,10.4,2.8,74.0,3.9,4,1.0,15.99,0,Standard,Mobile,PayPal,True,True,False,False,Low,High,-24.16,No
SV501868,30,12.5,14.8,71.3,4.4,2,2.0,12.99,20,Basic,SmartTV,PayPal,True,True,False,False,High,High,-10.47,No
SV501085,30,5.9,8.8,41.6,11.5,5,1.0,8.99,20,Basic,Mobile,PayPal,True,False,False,False,Medium,High,-11.71,No
SV502711,42,11.9,5.1,20.4,32.3,4,2.0,8.99,0,Standard,Tablet,Credit Card,True,True,False,True,Medium,Low,-14.91,No
SV501325,45,7.6,3.2,44.9,13.5,2,1.0,15.99,0,Basic,SmartTV,Debit Card,True,False,False,True,Medium,High,-10.83,No
SV501463,39,37.9,4.5,42.9,1.3,2,2.0,19.99,0,Basic,Mobile,Gift Card,True,False,True,False,Low,Low,51.36,Yes
SV500806,33,12.9,4.1,29.4,7.4,4,0.0,8.99,30,Standard,Mobile,Credit Card,True,False,True,True,Medium,High,-28.91,No
SV502451,30,18.9,9.4,50.0,13.6,1,0.0,12.99,30,Standard,SmartTV,PayPal,True,True,False,False,Medium,High,-12.66,No
SV502475,34,19.1,8.0,41.5,1.7,4,1.0,15.99,10,Basic,Laptop,Credit Card,False,False,False,True,Medium,High,-4.41,No
SV502108,25,13.2,20.5,90.6,14.5,4,1.0,15.99,20,Basic,Mobile,Credit Card,True,False,False,True,High,High,-25.0,No
SV502826,54,32.6,7.2,36.8,5.6,5,2.0,19.99,20,Standard,Mobile,Credit Card,True,True,False,True,Medium,High,2.77,No
SV503928,18,7.1,3.5,28.2,5.3,3,0.0,12.99,0,Premium,Laptop,Debit Card,True,True,False,True,Medium,High,-8.49,No
SV502234,24,16.0,13.8,47.4,33.6,1,1.0,12.99,50,Premium,Laptop,Credit Card,True,False,True,True,Medium,Medium,-5.08,No
SV500963,33,42.9,4.9,26.9,10.2,1,0.0,12.99,0,Premium,SmartTV,Credit Card,True,False,False,False,Low,High,-4.59,No
SV500398,40,34.3,3.4,32.2,16.2,1,1.0,12.99,0,Basic,SmartTV,PayPal,True,True,False,False,Low,Medium,-9.8,No
SV503746,16,34.9,6.1,56.0,3.3,5,1.0,19.99,0,Basic,SmartTV,Credit Card,True,False,False,True,Low,High,-3.95,No
SV500704,46,18.6,7.4,34.7,1.9,3,2.0,12.99,0,Standard,Tablet,PayPal,True,False,True,True,Medium,High,-31.82,No
SV500431,39,150.8,5.3,8.1,10.4,4,4.0,8.99,10,Family,Mobile,PayPal,True,False,False,False,Low,Low,36.42,Yes
SV500292,50,30.7,4.7,54.3,12.0,3,1.0,15.99,0,Premium,Mobile,Debit Card,True,True,False,True,Medium,Medium,-9.1,No
SV503775,24,46.0,3.4,16.3,10.0,4,0.0,19.99,0,Standard,SmartTV,Credit Card,True,True,False,False,Low,High,0.02,No
SV500145,29,8.1,19.6,33.6,1.0,1,0.0,8.99,0,Family,SmartTV,PayPal,True,False,False,True,High,High,-27.66,No
SV502720,36,2.8,4.7,3.6,4.7,5,1.0,19.99,0,Standard,Tablet,Debit Card,False,False,False,True,Medium,High,-4.64,No
SV502033,30,5.0,1.5,56.3,35.9,3,0.0,8.99,0,Basic,SmartTV,PayPal,True,False,True,False,Low,Medium,71.74,Yes
SV503797,22,5.8,2.7,64.0,5.7,5,2.0,12.99,0,Standard,SmartTV,Debit Card,True,False,False,True,Medium,High,-17.51,No
SV501165,25,4.0,1.0,23.2,13.7,4,1.0,8.99,0,Standard,SmartTV,Debit Card,True,False,False,False,Low,High,20.76,Yes
SV502050,42,25.6,11.1,57.4,7.2,2,0.0,12.99,0,Premium,Tablet,Credit Card,True,True,False,False,Medium,High,9.05,Yes
SV503511,19,18.8,8.5,48.1,0.3,4,1.0,12.99,20,Basic,Laptop,Debit Card,True,False,True,False,Medium,High,26.26,Yes
SV500339,41,27.8,2.1,14.0,18.0,2,1.0,15.99,0,Family,SmartTV,Gift Card,True,True,True,False,Medium,High,-16.79,No
SV502414,46,0.8,7.3,66.5,10.1,5,0.0,12.99,10,Premium,Tablet,Credit Card,True,False,False,False,Medium,High,-11.14,No
SV500265,45,15.9,4.9,84.4,1.3,1,1.0,8.99,0,Basic,Mobile,Debit Card,False,False,False,True,Medium,High,-21.87,No
SV503103,46,14.4,3.6,45.2,4.0,4,0.0,19.99,0,Basic,SmartTV,Debit Card,False,False,False,True,Medium,High,-19.53,No
SV501771,35,12.5,12.6,62.7,11.1,2,0.0,19.99,0,Basic,SmartTV,Gift Card,True,True,False,False,Medium,High,7.42,Yes
SV500271,37,19.7,5.0,37.9,3.8,1,2.0,8.99,50,Premium,Tablet,Credit Card,True,True,False,False,Medium,Medium,-3.32,No
SV500696,16,29.7,17.5,32.1,2.6,1,0.0,12.99,30,Premium,SmartTV,Gift Card,True,False,False,True,High,High,6.89,Yes
SV503963,29,7.6,8.9,75.9,0.6,5,1.0,8.99,50,Basic,SmartTV,Credit Card,True,False,False,True,Medium,High,-22.18,No
SV500244,57,17.8,2.4,62.8,4.0,1,1.0,8.99,30,Premium,Laptop,Debit Card,True,True,False,False,Low,Medium,2.37,No
SV503752,32,7.3,16.0,78.1,5.0,5,1.0,12.99,0,Standard,SmartTV,PayPal,True,False,True,True,High,Medium,2.98,No
SV500476,46,19.7,7.8,,3.0,1,4.0,15.99,0,Basic,Tablet,PayPal,True,False,False,True,Low,Medium,13.45,Yes
SV502032,41,6.2,4.2,41.3,6.8,4,2.0,15.99,0,Basic,Mobile,Debit Card,True,True,True,False,Medium,Medium,17.06,Yes
SV503391,16,52.2,1.9,31.0,4.5,2,1.0,15.99,0,Basic,Laptop,PayPal,True,True,False,True,Low,High,-1.44,No
SV503074,48,10.0,1.5,94.1,12.4,3,0.0,8.99,30,Premium,SmartTV,Credit Card,True,False,False,True,Low,High,-1.18,No
SV500813,28,28.5,16.8,64.2,3.8,4,2.0,19.99,0,Family,SmartTV,Debit Card,True,True,False,True,High,Medium,-28.67,No
SV501914,47,0.8,4.2,63.5,16.5,2,1.0,12.99,30,Standard,Mobile,Debit Card,True,False,True,False,Medium,Medium,17.86,Yes
SV503366,34,24.5,3.9,44.7,20.5,4,0.0,12.99,0,Family,Mobile,Credit Card,True,True,True,False,Medium,High,-18.85,No
SV503934,38,11.4,5.7,39.3,11.0,5,1.0,15.99,0,Family,Mobile,PayPal,True,False,False,False,Medium,High,-22.41,No
SV501804,35,9.7,11.2,39.2,8.8,2,2.0,8.99,10,Family,Mobile,Credit Card,True,False,False,True,High,High,-22.76,No
SV502872,22,2.2,5.5,60.4,55.0,4,2.0,19.99,20,Standard,Tablet,Debit Card,True,True,False,False,Medium,Medium,5.68,Yes
SV500250,30,4.0,6.6,21.7,10.7,3,2.0,12.99,0,Premium,SmartTV,Debit Card,True,False,False,False,Medium,Medium,28.12,Yes
SV500545,32,27.2,6.8,43.6,22.0,2,1.0,12.99,0,Family,Mobile,Credit Card,True,False,True,True,Medium,High,-20.58,No
SV500738,16,22.5,8.5,72.4,17.8,5,1.0,15.99,10,Standard,Laptop,Debit Card,True,False,False,False,Medium,Medium,3.96,No
SV500310,47,35.7,5.2,55.1,0.8,2,1.0,12.99,20,Premium,Laptop,Credit Card,False,False,True,True,Medium,High,-24.86,No
SV501131,31,12.1,6.2,54.3,1.9,2,0.0,8.99,50,Basic,SmartTV,PayPal,False,False,False,False,Medium,High,-13.52,No
SV501449,27,28.8,3.7,81.3,1.1,4,2.0,12.99,0,Standard,Mobile,Credit Card,True,False,True,True,Low,High,5.46,Yes
SV503872,29,35.2,10.1,46.0,30.6,3,0.0,12.99,0,Premium,Tablet,Credit Card,True,False,False,True,High,Medium,-34.17,No
SV500015,25,4.8,12.7,59.9,0.7,2,4.0,8.99,0,Premium,SmartTV,PayPal,False,False,False,False,High,Low,36.95,Yes
SV503501,49,17.9,13.2,48.9,3.2,5,3.0,8.99,0,Standard,Mobile,Credit Card,True,False,False,True,Medium,Low,13.8,Yes
SV502789,29,24.1,10.5,31.8,15.7,4,0.0,8.99,10,Premium,SmartTV,Credit Card,False,True,False,True,High,High,-36.14,No
SV503204,39,14.8,8.1,56.0,1.4,4,2.0,8.99,50,Family,Mobile,PayPal,False,True,True,False,Medium,High,-13.88,No
SV500363,22,31.9,7.3,53.9,4.1,3,2.0,19.99,0,Premium,Laptop,Credit Card,True,False,True,False,Medium,High,-12.92,No
SV500182,29,19.5,9.7,18.8,6.5,4,1.0,19.99,0,Standard,SmartTV,Gift Card,True,True,False,False,High,High,-7.4,No
SV501194,55,14.3,6.6,33.2,16.3,4,1.0,15.99,0,Family,SmartTV,Credit Card,True,False,False,False,Medium,High,-14.47,No
SV502470,29,12.7,8.3,70.7,10.5,1,0.0,12.99,20,Premium,Mobile,Debit Card,True,False,False,True,Medium,High,-5.44,No
SV501121,34,15.1,5.9,21.2,38.2,1,1.0,15.99,0,Family,Mobile,PayPal,True,False,True,True,Medium,High,-2.61,No
SV503874,20,17.8,2.6,40.4,1.6,1,0.0,12.99,0,Premium,Mobile,PayPal,True,True,False,False,Low,High,-10.16,No
SV501182,25,41.3,6.8,37.8,6.5,4,1.0,12.99,0,Family,SmartTV,PayPal,True,False,False,False,Low,High,-12.33,No
SV503655,38,11.4,1.9,41.9,1.6,4,1.0,12.99,0,Standard,Mobile,Gift Card,True,False,True,True,Medium,High,-11.24,No
SV500614,25,8.1,5.3,36.6,5.9,5,2.0,19.99,10,Standard,Laptop,Credit Card,True,True,False,False,Medium,High,-0.62,No
SV501466,20,4.2,4.7,77.0,4.7,5,0.0,8.99,0,Premium,Laptop,Debit Card,True,True,False,False,Medium,High,8.11,Yes
SV500401,36,15.1,3.9,58.9,16.8,2,1.0,19.99,0,Family,SmartTV,Debit Card,True,True,True,True,Low,High,6.63,Yes
SV500934,37,23.9,8.9,57.6,16.8,5,2.0,12.99,20,Standard,Mobile,Debit Card,True,False,True,False,Medium,High,-3.77,No
SV502419,16,28.8,9.9,33.1,17.1,2,0.0,8.99,30,Basic,Mobile,Debit Card,True,True,False,True,Medium,High,-8.46,No
SV502629,34,5.9,7.6,,11.9,1,1.0,8.99,20,Standard,Mobile,Credit Card,False,True,False,True,High,High,-42.41,No
SV502780,51,14.7,11.5,38.1,3.2,5,0.0,15.99,0,Standard,Mobile,Credit Card,True,False,False,False,High,,-9.89,No
SV500726,37,9.1,9.0,27.9,4.7,4,0.0,15.99,20,Basic,Mobile,Debit Card,True,False,True,True,Medium,High,10.72,Yes
SV500826,34,20.8,18.8,40.3,1.5,3,0.0,12.99,0,Basic,SmartTV,Credit Card,True,True,False,False,High,High,-15.96,No
SV501521,16,4.4,11.0,43.0,19.3,2,0.0,15.99,0,Basic,Laptop,Debit Card,False,False,False,True,Medium,High,35.92,Yes
SV500136,37,32.9,6.8,66.1,11.8,3,1.0,12.99,0,Basic,Tablet,PayPal,False,True,False,False,Low,High,14.94,Yes
SV500628,23,26.7,0.7,28.8,0.2,1,0.0,19.99,0,Standard,Laptop,Debit Card,True,False,False,True,Low,High,2.7,No
SV500334,34,14.0,12.0,32.9,12.3,4,0.0,8.99,0,Basic,SmartTV,Credit Card,False,True,False,False,High,High,-17.45,No
SV500390,16,6.2,7.4,46.6,26.2,1,1.0,15.99,0,Standard,Mobile,Credit Card,True,True,True,False,Medium,High,-3.28,No
SV503390,22,10.8,7.0,45.7,6.8,3,2.0,8.99,20,Basic,SmartTV,Credit Card,False,True,False,True,Medium,Low,-8.56,No
SV501817,44,18.0,4.1,15.2,6.2,1,0.0,8.99,10,Basic,SmartTV,Credit Card,True,False,False,False,Low,High,-7.19,No
SV503592,54,56.9,16.2,65.5,20.2,3,0.0,8.99,50,Premium,Laptop,Credit Card,True,False,False,False,High,High,-35.5,No
SV500710,34,17.9,15.5,58.9,2.6,5,2.0,12.99,0,Standard,SmartTV,PayPal,False,False,False,True,High,Medium,-8.19,No
SV501039,41,23.8,5.7,29.3,19.0,2,1.0,8.99,20,Basic,Mobile,Credit Card,True,True,False,True,Low,Medium,19.39,Yes
SV502605,24,15.1,13.3,65.9,3.4,2,2.0,12.99,20,Basic,Mobile,Credit Card,True,False,True,True,High,Medium,-1.64,No
SV503448,28,2.5,1.0,24.1,9.8,3,0.0,15.99,10,Standard,Tablet,PayPal,True,False,False,False,Low,High,36.84,Yes
SV501561,36,17.0,4.1,54.6,6.9,3,1.0,15.99,10,Standard,Tablet,Credit Card,True,True,False,False,Medium,,1.76,No
SV503668,16,31.4,4.7,54.6,4.3,4,0.0,15.99,0,Family,SmartTV,Gift Card,True,False,False,True,Medium,High,6.73,Yes
SV503344,18,17.3,6.0,13.3,2.7,2,1.0,15.99,0,Standard,Mobile,PayPal,True,False,False,False,Low,Medium,21.31,Yes
SV501112,21,29.8,8.1,68.7,8.6,4,0.0,8.99,20,Standard,SmartTV,Credit Card,False,True,False,True,Medium,High,-15.07,No
SV501223,43,26.1,11.7,44.1,8.7,1,0.0,12.99,0,Standard,SmartTV,PayPal,False,False,False,True,Medium,High,-4.32,No
SV502653,25,6.9,1.9,35.7,9.5,5,2.0,12.99,0,Standard,Tablet,Credit Card,False,False,False,True,Low,Medium,17.21,Yes
SV502421,31,21.0,5.0,52.2,9.4,5,1.0,8.99,30,Standard,Laptop,PayPal,True,True,False,False,Low,Medium,-0.35,No
SV501508,56,16.8,9.7,68.0,18.2,4,0.0,12.99,0,Premium,Mobile,Gift Card,True,False,True,False,High,High,-5.54,No
SV501750,25,8.0,2.9,64.5,18.3,3,1.0,8.99,0,Standard,SmartTV,Credit Card,True,False,False,True,Medium,Medium,3.78,No
SV503576,38,10.4,2.4,71.0,5.2,2,1.0,19.99,0,Standard,Laptop,Credit Card,True,False,False,False,Low,High,11.92,Yes
SV500338,47,8.3,26.8,26.5,6.6,3,0.0,12.99,0,Family,SmartTV,Credit Card,True,True,False,False,High,High,-28.48,No
SV500215,45,17.1,5.8,65.4,16.6,4,1.0,19.99,0,Family,Mobile,Credit Card,False,False,True,False,Medium,High,-5.67,No
SV501341,39,22.3,4.5,30.8,20.0,3,2.0,12.99,10,Family,Mobile,Credit Card,False,False,False,True,Medium,High,0.96,No
SV503338,22,22.9,3.9,73.1,6.2,3,1.0,8.99,0,Standard,Laptop,Debit Card,True,False,False,False,Medium,High,7.85,Yes
SV503738,27,18.9,2.1,40.8,12.4,4,1.0,12.99,50,Premium,Laptop,Credit Card,True,True,False,True,Medium,High,-29.1,No
SV502574,33,13.4,17.4,42.3,5.5,5,1.0,15.99,20,Family,SmartTV,Credit Card,True,False,False,True,High,High,-13.61,No
SV503384,33,11.2,4.0,30.6,8.1,5,3.0,12.99,0,Basic,Laptop,Credit Card,False,False,False,False,Low,Medium,29.25,Yes
SV502686,16,24.0,18.5,47.6,3.8,4,2.0,15.99,0,Standard,Tablet,Credit Card,True,False,False,False,High,Medium,-4.85,No
SV502322,47,23.2,6.5,57.1,1.6,1,1.0,12.99,50,Basic,Mobile,Credit Card,True,False,False,False,Medium,High,-8.65,No
SV500101,48,1.7,8.9,62.9,31.4,3,0.0,15.99,30,Basic,SmartTV,Credit Card,True,False,False,False,High,High,-20.05,No
SV502844,27,26.5,9.9,67.6,1.2,3,2.0,8.99,30,Premium,Mobile,PayPal,True,True,False,True,High,Medium,0.09,No
SV500171,39,15.3,5.2,51.0,6.3,5,1.0,8.99,50,Basic,Mobile,Credit Card,False,True,False,False,Low,Medium,3.1,No
SV500107,30,13.5,3.0,26.0,3.9,5,2.0,15.99,0,Standard,Mobile,Credit Card,True,False,False,False,Low,Medium,11.98,Yes
SV502787,33,29.6,8.2,57.3,0.3,5,0.0,12.99,0,Family,SmartTV,Credit Card,True,False,False,False,Medium,High,-11.69,No
SV503980,38,6.6,12.8,81.6,4.1,3,3.0,15.99,0,Family,Mobile,PayPal,True,False,False,True,High,High,-34.86,No
SV502916,51,17.9,0.9,57.6,2.2,4,,19.99,20,Standard,Laptop,Debit Card,False,True,False,True,Low,High,13.13,Yes
SV502656,37,8.6,0.8,73.6,2.6,1,1.0,15.99,0,Standard,Mobile,PayPal,True,True,False,False,Medium,Medium,17.91,Yes
SV502531,40,10.9,3.5,3.0,10.1,2,1.0,12.99,20,Premium,Mobile,PayPal,False,False,True,False,Medium,Medium,-18.07,No
SV502698,38,52.8,6.3,28.4,6.7,1,4.0,8.99,10,Family,SmartTV,Credit Card,False,False,False,False,Medium,High,-13.57,No
SV502663,18,4.7,1.8,83.3,7.4,5,1.0,15.99,10,Standard,Tablet,Debit Card,True,False,False,False,Low,High,13.56,Yes
SV502985,29,39.3,14.3,68.0,5.0,1,1.0,15.99,0,Basic,SmartTV,Credit Card,True,False,False,False,High,High,-17.32,No
SV503098,56,30.1,7.7,39.7,7.8,5,0.0,15.99,20,Basic,Mobile,Gift Card,True,True,False,False,Medium,,15.88,Yes
SV503423,23,12.4,11.9,66.2,5.0,2,2.0,8.99,10,Premium,Tablet,PayPal,True,True,False,False,Medium,High,-11.3,No
