Date,Ticker,Asset_Type,Sector,Market_Cap_Tier,Open,High,Low,Close,Volume
2023-08-25,JPM,Stock,Financials,Large-Cap,130.35,134.0,129.24,132.88,3382185
2023-08-28,JPM,Stock,Financials,Large-Cap,133.12,134.24,131.54,132.66,957989
2023-08-29,JPM,Stock,Financials,Large-Cap,132.93,136.69,132.03,135.76,2384288
2023-08-30,JPM,Stock,Financials,Large-Cap,136.05,137.21,131.72,132.85,4171071
2023-08-31,JPM,Stock,Financials,Large-Cap,132.73,133.45,132.14,132.87,2017948
2023-09-01,JPM,Stock,Financials,Large-Cap,132.81,133.81,129.42,130.41,3417945
2023-09-04,JPM,Stock,Financials,Large-Cap,130.57,132.25,129.5,131.17,4154582
2023-09-05,JPM,Stock,Financials,Large-Cap,131.21,134.08,130.12,132.98,2800146
2023-09-06,JPM,Stock,Financials,Large-Cap,131.86,133.27,130.76,132.17,3619245
2023-09-07,JPM,Stock,Financials,Large-Cap,132.06,133.23,125.98,127.1,2055945
2023-09-08,JPM,Stock,Financials,Large-Cap,126.7,128.86,125.36,127.52,3010201
2023-09-11,JPM,Stock,Financials,Large-Cap,127.61,129.91,126.11,128.4,4539233
2023-09-12,JPM,Stock,Financials,Large-Cap,129.85,130.78,128.31,129.23,3586184
2023-09-13,JPM,Stock,Financials,Large-Cap,129.41,132.42,128.7,131.7,2464604
2023-09-14,JPM,Stock,Financials,Large-Cap,131.55,132.33,128.86,129.62,3700132
2023-09-15,JPM,Stock,Financials,Large-Cap,130.08,132.0,129.09,131.0,4743977
2023-09-18,JPM,Stock,Financials,Large-Cap,131.24,134.49,130.19,133.42,1191729
2023-09-19,JPM,Stock,Financials,Large-Cap,133.63,134.53,129.04,129.92,5914589
2023-09-20,JPM,Stock,Financials,Large-Cap,130.22,131.26,129.55,130.58,2791595
2023-09-21,JPM,Stock,Financials,Large-Cap,131.6,132.61,128.63,129.63,4106213
2023-09-22,JPM,Stock,Financials,Large-Cap,129.08,130.75,127.83,129.51,6062787
2023-09-25,JPM,Stock,Financials,Large-Cap,129.74,131.64,128.33,130.23,1682297
2023-09-26,JPM,Stock,Financials,Large-Cap,129.77,130.73,128.35,129.31,2326656
2023-09-27,JPM,Stock,Financials,Large-Cap,129.58,130.59,127.03,128.03,2874097
2023-09-28,JPM,Stock,Financials,Large-Cap,127.58,128.93,126.78,128.13,2236859
2023-09-29,JPM,Stock,Financials,Large-Cap,127.93,129.08,124.95,126.08,7922847
2023-10-02,JPM,Stock,Financials,Large-Cap,125.94,126.76,123.25,124.06,2157674
2023-10-03,JPM,Stock,Financials,Large-Cap,124.52,126.73,123.17,125.38,2529683
2023-10-04,JPM,Stock,Financials,Large-Cap,125.81,126.27,122.8,123.25,3647345
2023-10-05,JPM,Stock,Financials,Large-Cap,122.67,125.53,121.69,124.54,1820763
2023-10-06,JPM,Stock,Financials,Large-Cap,124.56,126.7,123.32,125.44,2735777
2023-10-09,JPM,Stock,Financials,Large-Cap,125.11,126.31,121.07,122.25,3905114
2023-10-10,JPM,Stock,Financials,Large-Cap,121.67,123.76,118.95,121.04,2863108
2023-10-11,JPM,Stock,Financials,Large-Cap,120.94,124.52,119.71,123.28,3183086
2023-10-12,JPM,Stock,Financials,Large-Cap,123.13,123.88,120.76,121.5,2539129
2023-10-13,JPM,Stock,Financials,Large-Cap,122.61,123.69,119.62,120.68,1559970
2023-10-16,JPM,Stock,Financials,Large-Cap,120.88,122.01,120.43,121.56,3867697
2023-10-17,JPM,Stock,Financials,Large-Cap,120.93,124.13,119.86,123.04,8000122
2023-10-18,JPM,Stock,Financials,Large-Cap,122.78,123.58,121.81,122.61,3342468
2023-10-19,JPM,Stock,Financials,Large-Cap,123.08,124.54,120.1,121.54,3745381
2023-10-20,JPM,Stock,Financials,Large-Cap,122.5,125.14,121.59,124.22,4690602
2023-10-23,JPM,Stock,Financials,Large-Cap,123.47,128.68,122.4,127.56,1763164
2023-10-24,JPM,Stock,Financials,Large-Cap,126.66,130.43,125.75,129.5,7767468
2023-10-25,JPM,Stock,Financials,Large-Cap,130.42,132.29,127.85,129.71,3720688
2023-10-26,JPM,Stock,Financials,Large-Cap,129.9,130.95,127.13,128.17,7511894
2023-10-27,JPM,Stock,Financials,Large-Cap,127.75,129.61,124.75,126.6,2332122
2023-10-30,JPM,Stock,Financials,Large-Cap,126.86,129.12,125.4,127.64,8300570
2023-10-31,JPM,Stock,Financials,Large-Cap,126.37,129.84,125.04,128.49,4918020
2023-11-01,JPM,Stock,Financials,Large-Cap,128.49,132.62,127.18,131.28,4398118
2023-11-02,JPM,Stock,Financials,Large-Cap,131.44,133.98,130.09,132.61,3750231
2023-11-03,JPM,Stock,Financials,Large-Cap,133.08,133.51,129.25,129.67,2905742
2023-11-06,JPM,Stock,Financials,Large-Cap,129.17,132.87,128.11,131.79,6056167
2023-11-07,JPM,Stock,Financials,Large-Cap,131.83,133.36,128.34,129.85,3588220
2023-11-08,JPM,Stock,Financials,Large-Cap,129.4,130.55,127.98,129.14,1244387
2023-11-09,JPM,Stock,Financials,Large-Cap,129.26,130.29,128.64,129.66,1887955
2023-11-10,JPM,Stock,Financials,Large-Cap,129.22,134.86,128.07,133.67,3032037
2023-11-13,JPM,Stock,Financials,Large-Cap,133.46,142.14,131.57,140.15,3925679
2023-11-14,JPM,Stock,Financials,Large-Cap,139.62,143.29,137.82,141.48,3259434
2023-11-15,JPM,Stock,Financials,Large-Cap,141.82,143.08,139.87,141.13,6120147
2023-11-16,JPM,Stock,Financials,Large-Cap,141.58,144.01,139.89,142.31,1261818
2023-11-17,JPM,Stock,Financials,Large-Cap,142.18,145.42,141.05,144.27,3568280
2023-11-20,JPM,Stock,Financials,Large-Cap,144.29,144.86,143.05,143.62,1327513
2023-11-21,JPM,Stock,Financials,Large-Cap,142.83,148.54,141.93,147.61,4839537
2023-11-22,JPM,Stock,Financials,Large-Cap,147.44,150.21,145.41,148.17,3204256
2023-11-23,JPM,Stock,Financials,Large-Cap,148.14,150.56,146.92,149.33,4098599
2023-11-24,JPM,Stock,Financials,Large-Cap,150.81,152.14,149.55,150.88,2157782
2023-11-27,JPM,Stock,Financials,Large-Cap,150.25,153.13,149.02,151.89,6299177
2023-11-28,JPM,Stock,Financials,Large-Cap,152.73,156.15,150.46,153.87,5666535
2023-11-29,JPM,Stock,Financials,Large-Cap,154.45,156.61,150.35,152.48,4498988
2023-11-30,JPM,Stock,Financials,Large-Cap,152.65,155.06,148.86,151.25,3160730
2023-12-01,JPM,Stock,Financials,Large-Cap,152.25,153.56,147.51,148.79,4443545
2023-12-04,JPM,Stock,Financials,Large-Cap,149.0,151.32,147.52,149.83,2341465
2023-12-05,JPM,Stock,Financials,Large-Cap,150.05,152.32,149.37,151.64,5059146
2023-12-06,JPM,Stock,Financials,Large-Cap,151.61,154.81,149.56,152.74,7659477
2023-12-07,JPM,Stock,Financials,Large-Cap,153.45,157.57,152.6,156.7,5645247
2023-12-08,JPM,Stock,Financials,Large-Cap,157.35,158.88,155.21,156.73,2313946
2023-12-11,JPM,Stock,Financials,Large-Cap,156.36,159.28,155.46,158.37,3961563
2023-12-12,JPM,Stock,Financials,Large-Cap,157.58,158.73,154.69,155.82,1737408
2023-12-13,JPM,Stock,Financials,Large-Cap,155.7,156.72,153.94,154.96,4409136
2023-12-14,JPM,Stock,Financials,Large-Cap,154.49,157.77,153.37,156.64,4154340
2023-12-15,JPM,Stock,Financials,Large-Cap,156.6,159.89,155.44,158.71,1302588
2023-12-18,JPM,Stock,Financials,Large-Cap,159.45,160.63,156.88,158.05,1855799
2023-12-19,JPM,Stock,Financials,Large-Cap,157.77,159.75,155.95,157.92,2903268
2023-12-20,JPM,Stock,Financials,Large-Cap,157.9,158.8,153.5,154.38,2844692
2023-12-21,JPM,Stock,Financials,Large-Cap,154.42,155.92,152.1,153.59,1820369
2023-12-22,JPM,Stock,Financials,Large-Cap,154.09,157.71,152.12,155.72,4072132
2023-12-25,JPM,Stock,Financials,Large-Cap,154.4,158.31,153.24,157.12,3762761
2023-12-26,JPM,Stock,Financials,Large-Cap,156.76,159.46,155.68,158.36,3007355
2023-12-27,JPM,Stock,Financials,Large-Cap,158.49,159.85,157.16,158.53,2277784
2023-12-28,JPM,Stock,Financials,Large-Cap,159.25,161.26,156.58,158.59,5662159
2023-12-29,JPM,Stock,Financials,Large-Cap,158.29,159.82,155.54,157.06,7624181
2023-01-02,MSFT,Stock,Technology,Large-Cap,246.2,249.28,243.8,246.87,3121105
2023-01-03,MSFT,Stock,Technology,Large-Cap,247.88,249.71,243.38,245.19,3447214
2023-01-04,MSFT,Stock,Technology,Large-Cap,245.01,250.19,244.55,249.72,2932415
2023-01-05,MSFT,Stock,Technology,Large-Cap,248.95,252.91,245.78,249.73,2422053
2023-01-06,MSFT,Stock,Technology,Large-Cap,250.28,253.34,246.14,249.19,3643713
2023-01-09,MSFT,Stock,Technology,Large-Cap,248.27,255.24,246.06,252.99,4150023
2023-01-10,MSFT,Stock,Technology,Large-Cap,253.02,258.44,250.48,255.87,1933213
2023-01-11,MSFT,Stock,Technology,Large-Cap,255.86,258.81,246.64,249.52,6771540
2023-01-12,MSFT,Stock,Technology,Large-Cap,250.63,257.0,249.45,255.79,3141086
2023-01-13,MSFT,Stock,Technology,Large-Cap,256.29,263.93,254.22,261.81,3353393
2023-01-16,MSFT,Stock,Technology,Large-Cap,261.79,265.04,256.09,259.32,4773837
2023-01-17,MSFT,Stock,Technology,Large-Cap,260.18,262.67,258.7,261.17,3715337
2023-01-18,MSFT,Stock,Technology,Large-Cap,262.66,266.31,259.83,263.47,5378479
2023-01-19,MSFT,Stock,Technology,Large-Cap,264.07,266.2,262.65,264.77,3814313
2023-01-20,MSFT,Stock,Technology,Large-Cap,264.78,267.79,259.59,262.57,2461391
2023-01-23,MSFT,Stock,Technology,Large-Cap,261.16,263.69,257.34,259.87,3992731
2023-01-24,MSFT,Stock,Technology,Large-Cap,258.73,261.11,257.56,259.93,1862013
2023-01-25,MSFT,Stock,Technology,Large-Cap,259.61,268.76,256.06,265.15,3545533
2023-01-26,MSFT,Stock,Technology,Large-Cap,264.48,269.68,262.52,267.69,3262869
2023-01-27,MSFT,Stock,Technology,Large-Cap,267.49,269.41,264.34,266.25,2988211
2023-01-30,MSFT,Stock,Technology,Large-Cap,266.31,272.64,263.52,269.81,3129809
2023-01-31,MSFT,Stock,Technology,Large-Cap,270.4,274.07,254.18,257.69,1310464
2023-02-01,MSFT,Stock,Technology,Large-Cap,257.61,264.46,255.94,262.75,2516936
2023-02-02,MSFT,Stock,Technology,Large-Cap,263.28,265.92,252.98,255.54,3493037
2023-02-03,MSFT,Stock,Technology,Large-Cap,255.61,258.48,251.34,254.2,3620573
2023-02-06,MSFT,Stock,Technology,Large-Cap,252.14,255.19,246.72,249.74,2002825
2023-02-07,MSFT,Stock,Technology,Large-Cap,248.78,251.37,242.12,244.66,6283579
2023-02-08,MSFT,Stock,Technology,Large-Cap,244.52,251.67,242.41,249.52,2156538
2023-02-09,MSFT,Stock,Technology,Large-Cap,248.29,250.05,246.02,247.78,5383560
2023-02-10,MSFT,Stock,Technology,Large-Cap,248.39,251.88,245.88,249.36,4129281
2023-02-13,MSFT,Stock,Technology,Large-Cap,250.92,252.5,247.75,249.33,2396302
2023-02-14,MSFT,Stock,Technology,Large-Cap,250.57,251.52,250.51,251.45,7945931
2023-02-15,MSFT,Stock,Technology,Large-Cap,251.23,254.77,248.4,251.93,1840312
2023-02-16,MSFT,Stock,Technology,Large-Cap,253.47,256.71,243.7,246.86,5308562
2023-02-17,MSFT,Stock,Technology,Large-Cap,247.01,251.61,246.49,251.08,5413769
2023-02-20,MSFT,Stock,Technology,Large-Cap,250.74,252.37,247.6,249.23,2368209
2023-02-21,MSFT,Stock,Technology,Large-Cap,248.6,251.55,240.23,243.11,6713737
2023-02-22,MSFT,Stock,Technology,Large-Cap,242.81,246.83,237.57,241.57,2980415
2023-02-23,MSFT,Stock,Technology,Large-Cap,241.19,250.2,238.8,247.75,3851387
2023-02-24,MSFT,Stock,Technology,Large-Cap,247.92,253.26,246.08,251.39,3778871
2023-02-27,MSFT,Stock,Technology,Large-Cap,251.55,253.87,247.81,250.12,3113111
2023-02-28,MSFT,Stock,Technology,Large-Cap,250.12,253.71,245.29,248.86,5043760
2023-03-01,MSFT,Stock,Technology,Large-Cap,249.3,251.23,245.8,247.71,4935916
2023-03-02,MSFT,Stock,Technology,Large-Cap,248.92,258.3,247.13,256.45,1383392
2023-03-03,MSFT,Stock,Technology,Large-Cap,257.45,260.36,255.33,258.23,6379033
2023-03-06,MSFT,Stock,Technology,Large-Cap,256.66,261.98,254.94,260.23,1442767
2023-03-07,MSFT,Stock,Technology,Large-Cap,257.51,267.54,254.88,264.83,5590193
2023-03-08,MSFT,Stock,Technology,Large-Cap,265.85,270.08,261.82,266.05,5916175
2023-03-09,MSFT,Stock,Technology,Large-Cap,264.56,267.98,261.68,265.1,1935843
2023-03-10,MSFT,Stock,Technology,Large-Cap,264.85,267.24,262.04,264.42,2709930
2023-03-13,MSFT,Stock,Technology,Large-Cap,263.15,266.63,260.82,264.28,1914054
2023-03-14,MSFT,Stock,Technology,Large-Cap,262.33,265.54,261.1,264.3,2963579
2023-03-15,MSFT,Stock,Technology,Large-Cap,264.88,271.05,261.51,267.64,2873681
2023-03-16,MSFT,Stock,Technology,Large-Cap,268.47,271.04,265.48,268.05,4919874
2023-03-17,MSFT,Stock,Technology,Large-Cap,267.41,273.97,264.94,271.46,6410562
2023-03-20,MSFT,Stock,Technology,Large-Cap,268.58,276.78,263.13,271.28,6835319
2023-03-21,MSFT,Stock,Technology,Large-Cap,270.67,274.75,267.75,271.81,2521330
2023-03-22,MSFT,Stock,Technology,Large-Cap,272.25,274.25,261.29,263.23,2987688
2023-03-23,MSFT,Stock,Technology,Large-Cap,261.64,269.64,259.43,267.39,1432599
2023-03-24,MSFT,Stock,Technology,Large-Cap,267.59,272.74,263.95,269.09,2244246
2023-03-27,MSFT,Stock,Technology,Large-Cap,269.07,276.49,266.33,273.7,5403820
2023-03-28,MSFT,Stock,Technology,Large-Cap,274.35,275.76,259.86,261.19,7407257
2023-03-29,MSFT,Stock,Technology,Large-Cap,261.32,273.93,257.97,270.46,1808806
2023-03-30,MSFT,Stock,Technology,Large-Cap,269.38,272.08,267.33,270.02,2468026
2023-03-31,MSFT,Stock,Technology,Large-Cap,271.34,279.54,267.01,275.15,3329141
2023-04-03,MSFT,Stock,Technology,Large-Cap,274.97,278.65,267.06,270.68,3861087
2023-04-04,MSFT,Stock,Technology,Large-Cap,270.65,275.88,268.39,273.59,2217261
2023-04-05,MSFT,Stock,Technology,Large-Cap,272.55,276.37,265.32,269.09,4154451
2023-04-06,MSFT,Stock,Technology,Large-Cap,268.6,271.3,263.85,266.53,2631276
2023-04-07,MSFT,Stock,Technology,Large-Cap,265.56,278.67,262.21,275.2,3327399
2023-04-10,MSFT,Stock,Technology,Large-Cap,275.0,278.14,271.39,274.52,4393844
2023-04-11,MSFT,Stock,Technology,Large-Cap,276.45,278.4,273.74,275.68,3325803
2023-04-12,MSFT,Stock,Technology,Large-Cap,274.13,281.98,272.02,279.82,2668766
2023-04-13,MSFT,Stock,Technology,Large-Cap,277.98,286.02,274.31,282.29,3176385
2023-04-14,MSFT,Stock,Technology,Large-Cap,283.99,286.47,280.7,283.17,3182344
2023-04-17,MSFT,Stock,Technology,Large-Cap,282.93,287.48,280.52,285.06,2763092
2023-04-18,MSFT,Stock,Technology,Large-Cap,284.28,298.69,282.37,296.7,2910716
2023-04-19,MSFT,Stock,Technology,Large-Cap,297.96,301.31,293.29,296.62,7433482
2023-04-20,MSFT,Stock,Technology,Large-Cap,295.88,302.73,290.97,297.79,4470845
2023-04-21,MSFT,Stock,Technology,Large-Cap,300.02,305.08,298.12,303.16,2855737
2023-04-24,MSFT,Stock,Technology,Large-Cap,304.0,311.96,300.99,308.9,4723668
2023-04-25,MSFT,Stock,Technology,Large-Cap,308.29,319.73,303.83,315.17,2846459
2023-04-26,MSFT,Stock,Technology,Large-Cap,317.96,321.75,314.92,318.7,5989473
2023-04-27,MSFT,Stock,Technology,Large-Cap,317.91,321.5,309.46,312.99,4021586
2023-04-28,MSFT,Stock,Technology,Large-Cap,313.95,323.74,311.95,321.69,3137582
2023-05-01,MSFT,Stock,Technology,Large-Cap,322.09,325.7,312.37,315.92,4181038
2023-05-02,MSFT,Stock,Technology,Large-Cap,317.6,320.62,314.68,317.7,1517875
2023-05-03,MSFT,Stock,Technology,Large-Cap,319.73,323.9,309.9,314.0,1909578
2023-05-04,MSFT,Stock,Technology,Large-Cap,314.04,318.35,309.58,313.88,1848899
2023-05-05,MSFT,Stock,Technology,Large-Cap,312.91,321.57,307.18,315.78,3639789
2023-05-08,MSFT,Stock,Technology,Large-Cap,316.38,321.38,312.67,317.66,7956010
2023-05-09,MSFT,Stock,Technology,Large-Cap,316.78,323.56,313.33,320.07,10192927
2023-05-10,MSFT,Stock,Technology,Large-Cap,322.71,332.3,319.34,328.86,4591591
2023-05-11,MSFT,Stock,Technology,Large-Cap,329.05,334.41,326.19,331.53,4272091
2023-05-12,MSFT,Stock,Technology,Large-Cap,331.04,334.66,326.81,330.43,1357434
2023-05-15,MSFT,Stock,Technology,Large-Cap,330.68,338.88,327.75,335.91,2536325
2023-05-16,MSFT,Stock,Technology,Large-Cap,334.06,346.3,330.59,342.74,2250478
2023-05-17,MSFT,Stock,Technology,Large-Cap,341.38,346.21,331.39,336.14,2464426
2023-05-18,MSFT,Stock,Technology,Large-Cap,337.79,341.89,335.59,339.67,3044671
2023-05-19,MSFT,Stock,Technology,Large-Cap,338.76,348.48,334.16,343.82,2651710
2023-05-22,MSFT,Stock,Technology,Large-Cap,342.35,347.22,337.51,342.37,1249483
2023-05-23,MSFT,Stock,Technology,Large-Cap,343.13,353.72,339.89,350.41,4841134
2023-05-24,MSFT,Stock,Technology,Large-Cap,352.11,353.12,348.77,349.78,1922938
2023-05-25,MSFT,Stock,Technology,Large-Cap,350.81,353.56,347.98,350.73,3742161
2023-05-26,MSFT,Stock,Technology,Large-Cap,352.16,357.12,345.04,349.97,9481031
2023-05-29,MSFT,Stock,Technology,Large-Cap,348.88,353.7,345.48,350.29,2104575
2023-05-30,MSFT,Stock,Technology,Large-Cap,348.25,350.53,342.03,344.28,934604
2023-05-31,MSFT,Stock,Technology,Large-Cap,346.4,349.23,333.73,336.48,2879746
2023-06-01,MSFT,Stock,Technology,Large-Cap,336.03,349.96,331.81,345.61,5811387
2023-06-02,MSFT,Stock,Technology,Large-Cap,345.25,349.27,337.11,341.07,8905181
2023-06-05,MSFT,Stock,Technology,Large-Cap,342.93,346.03,332.76,335.8,1799739
2023-06-06,MSFT,Stock,Technology,Large-Cap,336.57,339.47,321.58,324.38,4262871
2023-06-07,MSFT,Stock,Technology,Large-Cap,324.98,327.76,318.47,321.21,2634721
2023-06-08,MSFT,Stock,Technology,Large-Cap,324.06,326.27,312.39,314.53,3142549
2023-06-09,MSFT,Stock,Technology,Large-Cap,313.71,328.21,308.96,323.32,12634739
2023-06-12,MSFT,Stock,Technology,Large-Cap,324.55,331.81,321.7,328.93,1568931
2023-06-13,MSFT,Stock,Technology,Large-Cap,329.01,333.55,320.96,325.46,3813749
2023-06-14,MSFT,Stock,Technology,Large-Cap,325.82,342.92,320.99,337.91,4252583
2023-06-15,MSFT,Stock,Technology,Large-Cap,340.03,348.12,335.57,343.62,5773277
2023-06-16,MSFT,Stock,Technology,Large-Cap,344.33,347.23,339.14,342.02,3490927
2023-06-19,MSFT,Stock,Technology,Large-Cap,342.77,346.59,324.85,328.52,3898410
2023-06-20,MSFT,Stock,Technology,Large-Cap,329.96,344.63,326.74,341.3,2740041
2023-06-21,MSFT,Stock,Technology,Large-Cap,340.79,343.13,331.55,333.84,3791239
2023-06-22,MSFT,Stock,Technology,Large-Cap,332.69,336.32,321.64,325.18,2813526
2023-06-23,MSFT,Stock,Technology,Large-Cap,323.79,332.86,321.86,330.89,4513778
2023-06-26,MSFT,Stock,Technology,Large-Cap,328.23,349.33,323.72,344.61,2791976
2023-06-27,MSFT,Stock,Technology,Large-Cap,347.51,355.67,344.62,352.74,4012897
2023-06-28,MSFT,Stock,Technology,Large-Cap,351.15,359.99,347.47,356.25,3289097
2023-06-29,MSFT,Stock,Technology,Large-Cap,355.93,363.85,352.1,359.97,5863792
2023-06-30,MSFT,Stock,Technology,Large-Cap,359.57,368.56,356.34,365.28,3243299
2023-07-03,MSFT,Stock,Technology,Large-Cap,365.74,374.44,361.44,370.09,1378780
2023-07-04,MSFT,Stock,Technology,Large-Cap,371.33,375.13,368.26,372.05,6245478
2023-07-05,MSFT,Stock,Technology,Large-Cap,373.36,378.09,368.2,372.93,2131166
2023-07-06,MSFT,Stock,Technology,Large-Cap,372.04,374.81,370.02,372.79,2383056
2023-07-07,MSFT,Stock,Technology,Large-Cap,372.54,376.35,364.69,368.46,2476717
2023-07-10,MSFT,Stock,Technology,Large-Cap,368.89,374.86,361.08,367.01,6709690
2023-07-11,MSFT,Stock,Technology,Large-Cap,366.64,369.04,354.87,357.21,1138450
2023-07-12,MSFT,Stock,Technology,Large-Cap,359.56,362.3,354.16,356.87,15934126
2023-07-13,MSFT,Stock,Technology,Large-Cap,357.59,361.71,347.33,351.37,5670502
2023-07-14,MSFT,Stock,Technology,Large-Cap,352.43,356.1,341.71,345.31,3731183
2023-07-17,MSFT,Stock,Technology,Large-Cap,346.24,350.36,342.44,346.55,3250329
2023-07-18,MSFT,Stock,Technology,Large-Cap,348.22,358.83,344.24,354.78,3856916
2023-07-19,MSFT,Stock,Technology,Large-Cap,355.04,364.68,350.81,360.39,4343081
2023-07-20,MSFT,Stock,Technology,Large-Cap,358.48,363.31,346.74,351.47,4635135
2023-07-21,MSFT,Stock,Technology,Large-Cap,352.05,355.98,342.18,346.05,4412250
2023-07-24,MSFT,Stock,Technology,Large-Cap,345.13,354.83,342.01,351.66,3480555
2023-07-25,MSFT,Stock,Technology,Large-Cap,350.89,355.12,342.1,346.27,3033132
2023-07-26,MSFT,Stock,Technology,Large-Cap,347.1,352.67,339.69,345.23,3128173
2023-07-27,MSFT,Stock,Technology,Large-Cap,346.98,351.85,343.72,348.58,3021176
2023-07-28,MSFT,Stock,Technology,Large-Cap,348.61,350.92,341.04,343.32,5838984
2023-07-31,MSFT,Stock,Technology,Large-Cap,343.76,348.77,339.13,344.14,4516869
2023-08-01,MSFT,Stock,Technology,Large-Cap,346.54,349.81,333.75,336.93,765661
2023-08-02,MSFT,Stock,Technology,Large-Cap,337.26,338.17,332.94,333.84,4562384
2023-08-03,MSFT,Stock,Technology,Large-Cap,337.4,341.65,331.59,335.82,3694152
2023-08-04,MSFT,Stock,Technology,Large-Cap,336.6,339.31,324.74,327.39,3290873
2023-08-07,MSFT,Stock,Technology,Large-Cap,325.03,333.12,321.93,329.97,2743163
2023-08-08,MSFT,Stock,Technology,Large-Cap,330.99,334.6,326.48,330.09,5859943
2023-08-09,MSFT,Stock,Technology,Large-Cap,330.6,336.79,327.15,333.31,5359868
2023-08-10,MSFT,Stock,Technology,Large-Cap,335.07,339.14,330.68,334.75,2275186
2023-08-11,MSFT,Stock,Technology,Large-Cap,335.67,345.42,332.85,342.54,4074211
2023-08-14,MSFT,Stock,Technology,Large-Cap,342.35,347.42,338.41,343.47,2057344
2023-08-15,MSFT,Stock,Technology,Large-Cap,341.75,344.82,338.22,341.29,1669417
2023-08-16,MSFT,Stock,Technology,Large-Cap,341.0,346.39,336.82,342.2,2448143
2023-08-17,MSFT,Stock,Technology,Large-Cap,341.01,349.58,336.97,345.48,5150509
2023-08-18,MSFT,Stock,Technology,Large-Cap,344.66,348.33,342.33,345.99,5336057
2023-08-21,MSFT,Stock,Technology,Large-Cap,346.82,351.46,341.81,346.45,4338154
2023-08-22,MSFT,Stock,Technology,Large-Cap,348.82,351.63,339.95,342.71,4773363
2023-08-23,MSFT,Stock,Technology,Large-Cap,343.27,347.55,335.0,339.24,4337163
2023-08-24,MSFT,Stock,Technology,Large-Cap,337.57,341.3,328.09,331.75,2424364
2023-08-25,MSFT,Stock,Technology,Large-Cap,332.35,347.03,327.09,341.62,4185622
2023-08-28,MSFT,Stock,Technology,Large-Cap,343.29,346.42,331.9,334.95,4966527
2023-08-29,MSFT,Stock,Technology,Large-Cap,334.11,337.02,328.51,331.39,4849384
2023-08-30,MSFT,Stock,Technology,Large-Cap,331.21,334.44,324.53,327.73,6039280
2023-08-31,MSFT,Stock,Technology,Large-Cap,327.75,335.73,324.85,332.79,4740558
2023-09-01,MSFT,Stock,Technology,Large-Cap,331.72,335.85,327.28,331.4,3994041
2023-09-04,MSFT,Stock,Technology,Large-Cap,332.28,340.0,330.78,338.47,5632699
2023-09-05,MSFT,Stock,Technology,Large-Cap,338.3,340.46,332.84,334.98,3267088
2023-09-06,MSFT,Stock,Technology,Large-Cap,335.55,338.86,333.43,336.73,2130019
2023-09-07,MSFT,Stock,Technology,Large-Cap,335.51,339.85,328.07,332.38,3091037
2023-09-08,MSFT,Stock,Technology,Large-Cap,331.78,349.8,326.66,344.49,2322008
2023-09-11,MSFT,Stock,Technology,Large-Cap,345.51,348.78,334.87,338.07,2376651
2023-09-12,MSFT,Stock,Technology,Large-Cap,337.56,343.17,334.43,340.02,3097540
2023-09-13,MSFT,Stock,Technology,Large-Cap,342.42,347.25,338.98,343.79,2243849
2023-09-14,MSFT,Stock,Technology,Large-Cap,343.23,351.08,338.55,346.36,2878903
2023-09-15,MSFT,Stock,Technology,Large-Cap,346.68,349.03,343.19,345.54,1285527
2023-09-18,MSFT,Stock,Technology,Large-Cap,346.86,350.54,341.37,345.03,3714076
2023-09-19,MSFT,Stock,Technology,Large-Cap,343.03,350.01,338.56,345.51,3356174
2023-09-20,MSFT,Stock,Technology,Large-Cap,343.02,348.86,339.08,344.9,2222478
2023-09-21,MSFT,Stock,Technology,Large-Cap,342.75,354.29,339.17,350.62,4640365
2023-09-22,MSFT,Stock,Technology,Large-Cap,352.44,368.56,347.82,363.79,5360993
2023-09-25,MSFT,Stock,Technology,Large-Cap,362.97,363.32,360.37,360.72,1466167
2023-09-26,MSFT,Stock,Technology,Large-Cap,364.5,368.89,348.7,352.95,2286303
2023-09-27,MSFT,Stock,Technology,Large-Cap,352.13,355.38,349.43,352.67,2259560
2023-09-28,MSFT,Stock,Technology,Large-Cap,352.94,369.55,351.59,368.14,2058895
2023-09-29,MSFT,Stock,Technology,Large-Cap,370.46,374.72,359.38,363.56,5063052
2023-10-02,MSFT,Stock,Technology,Large-Cap,366.55,379.05,361.3,373.7,3052091
2023-10-03,MSFT,Stock,Technology,Large-Cap,376.85,387.97,373.32,384.36,2917747
2023-10-04,MSFT,Stock,Technology,Large-Cap,386.27,391.27,376.21,381.15,1231367
2023-10-05,MSFT,Stock,Technology,Large-Cap,382.75,390.79,376.96,384.97,4627273
2023-10-06,MSFT,Stock,Technology,Large-Cap,385.9,401.23,380.45,395.64,1808932
2023-10-09,MSFT,Stock,Technology,Large-Cap,396.9,402.93,387.47,393.45,3470855
2023-10-10,MSFT,Stock,Technology,Large-Cap,392.56,397.37,387.58,392.39,3847402
2023-10-11,MSFT,Stock,Technology,Large-Cap,391.08,395.02,385.01,388.93,6584818
2023-10-12,MSFT,Stock,Technology,Large-Cap,388.93,390.71,381.02,382.77,1714628
2023-10-13,MSFT,Stock,Technology,Large-Cap,382.51,385.96,375.55,378.97,735367
2023-10-16,MSFT,Stock,Technology,Large-Cap,378.27,380.94,369.07,371.7,3634403
2023-10-17,MSFT,Stock,Technology,Large-Cap,372.76,379.07,365.85,372.15,8314996
