flight_id,distance_km,battery_level_pct,temperature_c,humidity_pct,wind_speed_kmh,payload_weight_kg,altitude_m,pilot_experience_years,traffic_density_index,sensor_reading,weather_condition,drone_type,delivery_zone,is_weekend,night_flight,gps_signal_lost,restricted_airspace_clearance,operator_certification_level,traffic_level,risk_score_hidden,risk_level
FL102227,7.84,60.9,19.1,62.7,5.7,0.45,120.9,3.0,60.4,63.41,Clear,Quadcopter,Rural,False,True,False,True,Expert,Medium,-8.33,Low
FL101163,5.81,81.8,31.7,78.9,8.4,2.29,118.1,8.0,46.5,50.37,Cloudy,FixedWing,Suburban,False,False,False,True,Basic,High,-4.14,Low
FL100963,0.61,59.7,29.0,51.7,5.3,1.23,95.5,2.2,64.8,62.57,Foggy,FixedWing,Urban,False,False,True,True,Basic,High,20.23,High
FL102902,8.1,91.4,31.1,61.4,8.4,3.41,69.7,0.9,9.4,38.25,Clear,FixedWing,Suburban,False,False,False,False,Expert,Low,-13.73,Low
FL101662,8.01,76.2,29.1,24.5,21.2,1.73,68.8,0.9,0.0,44.7,Rainy,FixedWing,Urban,False,False,False,True,Basic,Low,16.24,Medium
FL100398,2.38,100.0,34.7,54.3,10.1,2.29,62.6,2.8,50.3,57.28,Clear,Quadcopter,Suburban,True,False,False,False,Basic,Medium,2.58,Low
FL100584,17.82,88.8,36.6,48.9,4.1,2.98,147.4,1.6,42.9,60.09,Cloudy,FixedWing,Urban,True,False,False,True,Basic,Medium,44.07,High
FL100948,8.09,100.0,26.3,62.5,10.8,3.0,104.1,1.6,67.8,46.42,Clear,Quadcopter,Rural,False,True,False,False,Basic,Medium,3.88,Low
FL100704,8.51,84.9,24.7,56.2,11.4,2.6,80.0,9.4,49.4,39.36,Cloudy,Quadcopter,Urban,True,False,False,True,Advanced,Medium,0.68,Low
FL100431,7.28,82.7,26.7,40.4,13.8,0.27,74.0,1.2,19.3,42.66,Clear,Quadcopter,Suburban,False,False,False,False,Basic,Low,1.37,Low
FL100292,4.94,79.2,20.8,77.0,24.2,3.39,107.5,0.5,65.5,34.38,Windy,Hexacopter,Suburban,False,True,True,True,Expert,Medium,15.49,Medium
FL100145,7.2,86.2,32.8,43.8,11.1,2.49,65.9,3.4,59.9,43.24,Clear,Quadcopter,Suburban,False,False,False,False,Basic,Medium,-2.81,Low
FL100323,1.53,65.9,23.7,29.4,3.3,0.93,69.8,6.4,44.9,60.12,Foggy,Quadcopter,Suburban,False,False,False,False,Advanced,Medium,2.83,Low
FL102108,2.46,90.9,32.7,65.6,6.8,1.74,61.3,6.0,15.6,52.7,Cloudy,Hexacopter,Urban,False,False,False,False,Basic,Low,6.81,Low
FL101165,6.65,87.0,25.1,45.6,1.0,2.76,108.0,8.3,29.6,58.24,Clear,Hexacopter,Urban,False,False,False,True,Advanced,Low,-2.76,Low
FL101452,4.71,68.5,38.2,50.6,4.6,0.94,74.2,3.1,40.5,41.85,Windy,Hexacopter,Urban,False,False,False,True,Basic,Medium,-1.49,Low
FL100002,6.55,75.8,46.1,68.4,16.0,5.41,118.0,3.9,63.7,36.73,Windy,Quadcopter,Urban,False,False,False,False,Expert,Medium,26.68,High
FL100576,11.25,74.5,41.8,51.8,8.8,1.25,69.5,1.4,53.7,52.05,Clear,Hexacopter,Urban,True,False,False,False,Expert,Medium,-8.52,Low
FL102657,7.83,73.1,30.2,57.5,11.2,2.4,120.5,3.0,87.2,43.41,Windy,Quadcopter,Rural,False,True,False,False,Advanced,High,12.29,Medium
FL100339,10.1,65.4,25.0,48.8,5.7,2.44,79.1,1.5,21.2,40.03,Clear,FixedWing,Restricted,True,False,False,False,Basic,Medium,0.97,Low
FL102539,12.02,70.6,24.1,26.1,3.4,1.68,92.4,0.3,58.4,42.51,Rainy,Hexacopter,Urban,False,False,False,True,Basic,Medium,9.23,Medium
FL102935,5.75,52.9,17.1,52.2,9.4,1.6,144.0,,44.8,61.7,Cloudy,Hexacopter,Rural,False,False,False,True,Expert,Medium,-2.9,Low
FL100925,11.66,122.9,28.2,5.0,13.2,4.97,79.9,3.0,50.1,43.54,Cloudy,Hexacopter,Urban,True,False,False,False,Basic,Medium,-6.28,Low
FL100265,14.86,58.8,30.3,61.8,12.3,3.56,82.9,0.9,40.9,48.8,Rainy,Quadcopter,Suburban,False,True,False,False,Basic,Medium,5.44,Low
FL100376,6.42,95.5,48.0,28.0,5.8,3.7,61.1,9.2,28.8,49.44,Clear,Hexacopter,Urban,False,False,False,True,Basic,Low,-3.81,Low
FL102022,2.08,89.3,36.7,63.7,3.1,2.06,127.5,0.1,49.5,60.95,Cloudy,Hexacopter,Urban,False,False,False,True,Basic,Low,4.87,Low
FL101463,4.65,32.8,22.7,36.0,11.9,0.48,83.3,5.0,69.8,56.72,Cloudy,FixedWing,Suburban,True,True,False,True,Basic,High,-1.63,Low
FL100271,0.43,100.0,30.6,69.2,3.6,2.88,80.7,6.0,31.0,58.95,Clear,Hexacopter,Suburban,False,False,False,True,Basic,Low,8.09,Medium
FL100696,8.23,71.4,14.8,38.8,4.9,1.69,105.2,0.8,33.8,63.39,Foggy,Quadcopter,Suburban,False,False,False,False,Advanced,Medium,4.13,Low
FL102973,16.01,99.4,25.7,69.0,26.4,3.11,114.0,0.7,0.7,44.05,Cloudy,Quadcopter,Suburban,False,False,False,False,Expert,Low,10.75,Medium
FL100244,5.73,78.8,47.8,39.6,1.9,2.31,99.2,2.0,25.5,42.55,Rainy,Quadcopter,Suburban,False,False,False,True,Advanced,Low,3.07,Low
FL102813,4.35,99.5,28.2,33.9,24.0,5.77,94.9,3.2,30.7,45.48,Clear,Quadcopter,Rural,False,False,False,True,Basic,Low,23.68,High
FL100476,135.8,77.4,27.0,46.9,15.9,1.89,96.4,1.5,41.8,46.04,Cloudy,FixedWing,Rural,False,True,False,False,Basic,Medium,-5.63,Low
FL102785,3.87,100.0,29.1,53.9,27.9,2.58,132.9,2.7,5.7,38.79,Clear,Hexacopter,Suburban,False,True,False,True,Expert,Low,3.34,Low
FL102843,4.84,60.8,36.1,54.0,23.7,3.6,152.9,0.2,64.9,48.5,Rainy,Hexacopter,Urban,True,True,False,True,Expert,Medium,-2.57,Low
FL102298,3.51,100.0,26.4,26.4,20.7,1.58,93.9,2.8,21.3,54.55,Clear,Quadcopter,Rural,False,False,False,False,Expert,Low,-9.43,Low
FL102448,12.88,78.2,20.2,58.1,10.0,2.55,98.2,6.4,66.9,56.29,Clear,Hexacopter,Suburban,False,False,False,False,Advanced,Medium,-2.52,Low
FL102783,7.83,72.7,26.6,63.7,8.0,8.0,137.5,0.2,34.5,58.85,Rainy,Quadcopter,Rural,False,False,False,True,Advanced,Low,19.13,High
FL102953,4.97,60.5,37.8,64.0,8.5,1.83,97.7,0.3,36.7,58.91,Clear,Quadcopter,Restricted,False,False,False,True,Basic,Low,9.02,Medium
FL102982,3.26,79.5,19.1,68.5,12.0,2.64,138.3,0.3,16.6,51.74,Stormy,Hexacopter,Suburban,False,False,False,True,Expert,Medium,7.05,Low
FL102159,3.84,100.0,27.3,64.3,10.7,2.07,90.3,0.4,62.2,50.39,Cloudy,Quadcopter,Rural,False,True,False,False,Basic,Medium,16.23,Medium
FL100250,4.72,83.6,28.4,50.9,11.2,1.77,91.4,9.4,39.8,36.55,Foggy,Quadcopter,Urban,True,False,False,False,Advanced,Medium,-2.09,Low
FL100413,7.25,100.0,21.2,32.9,9.3,1.58,138.9,4.1,29.8,38.37,Rainy,Quadcopter,Urban,True,False,False,False,Basic,Low,3.21,Low
FL100545,9.31,86.9,26.9,49.7,18.5,1.29,120.8,0.8,26.9,33.1,Foggy,Hexacopter,Suburban,True,False,False,False,Basic,Medium,18.58,High
FL101193,1.19,71.8,31.9,58.7,3.4,0.45,115.0,1.8,34.4,48.77,Clear,Hexacopter,Urban,False,True,True,True,Expert,Low,6.63,Low
FL100738,8.79,100.0,45.2,68.0,7.9,0.57,57.9,0.4,74.4,46.77,Cloudy,Quadcopter,Urban,False,False,False,True,Basic,High,8.9,Medium
FL100310,3.1,99.6,24.6,67.5,15.7,1.37,95.6,0.6,23.4,41.59,Foggy,Quadcopter,Suburban,False,False,False,False,Advanced,Low,11.1,Medium
FL101979,12.88,81.7,34.4,56.8,2.1,2.41,104.8,0.5,78.9,41.66,Rainy,Quadcopter,Urban,True,False,False,True,Advanced,High,36.58,High
FL100893,4.75,100.0,32.5,44.5,21.1,6.15,81.0,1.7,50.7,45.73,Windy,Quadcopter,Urban,False,False,False,False,Basic,Medium,34.26,High
FL101131,9.57,87.2,37.2,83.5,0.4,3.48,86.2,6.3,85.2,64.7,Foggy,Quadcopter,Restricted,False,False,True,True,Advanced,High,24.26,High
FL101449,3.58,89.8,26.9,28.7,13.7,3.53,65.6,8.7,31.2,45.6,Stormy,FixedWing,Urban,True,False,False,False,Advanced,Low,10.9,Medium
FL102907,4.42,70.8,26.8,49.3,9.6,2.26,84.5,0.1,52.6,39.29,Clear,Hexacopter,Suburban,False,False,False,True,Advanced,Medium,-0.4,Low
FL100015,9.09,68.5,43.1,83.6,9.4,0.32,80.7,0.0,26.4,51.83,Clear,Hexacopter,Rural,False,False,False,True,Basic,Low,3.96,Low
FL101950,9.92,79.1,23.5,36.8,5.9,5.16,93.7,0.0,49.3,999.0,Cloudy,Quadcopter,Urban,False,False,False,True,Advanced,Medium,28.32,High
FL100721,7.33,100.0,38.0,78.1,30.7,1.51,108.8,,53.4,39.84,Foggy,Quadcopter,Rural,False,False,False,False,Advanced,High,46.15,High
FL101420,1.99,65.1,34.0,81.9,7.2,4.42,85.7,0.6,26.4,39.84,Rainy,Hexacopter,Urban,True,False,False,False,Basic,Low,16.29,Medium
FL102633,2.59,59.5,24.0,41.1,21.5,1.77,100.3,1.8,49.4,58.43,Cloudy,Quadcopter,Suburban,False,False,False,True,Expert,Medium,-3.23,Low
FL100981,8.37,64.6,36.2,57.3,14.1,1.89,82.8,,34.4,50.76,Clear,Quadcopter,Urban,False,False,False,True,Advanced,Medium,-6.46,Low
FL101874,8.01,100.0,29.1,77.9,1.3,2.06,96.0,4.7,72.2,48.94,Clear,Quadcopter,Suburban,False,False,False,False,Advanced,High,-8.42,Low
FL101539,6.17,83.9,16.6,50.7,11.0,2.71,130.6,8.4,44.0,34.58,Windy,Hexacopter,Urban,False,False,False,True,Advanced,Medium,6.46,Low
FL102530,10.5,81.1,40.7,48.1,31.0,0.87,120.1,0.3,40.9,56.31,Cloudy,Quadcopter,Suburban,False,False,True,True,Basic,Low,23.18,High
FL101550,7.97,39.0,37.5,58.1,10.5,0.62,108.4,0.3,55.6,42.5,Foggy,Quadcopter,Restricted,False,False,True,False,Expert,Medium,32.29,High
FL102422,1.36,99.9,21.1,17.6,26.5,1.56,110.9,5.7,74.9,56.42,Cloudy,Quadcopter,Urban,False,True,False,True,Advanced,High,-14.96,Low
FL100363,4.57,60.4,29.9,45.5,2.4,2.92,93.2,2.2,17.0,36.33,Clear,Hexacopter,Rural,False,True,False,False,Basic,Low,0.38,Low
FL102768,9.7,57.6,33.1,83.8,25.1,0.41,87.4,1.5,57.2,49.57,Windy,FixedWing,Suburban,False,False,False,True,Advanced,High,3.05,Low
FL100182,7.81,80.2,26.5,87.4,20.2,3.67,68.2,5.3,29.9,55.21,Clear,Hexacopter,Urban,False,False,False,True,Advanced,Medium,3.46,Low
FL100985,3.21,88.6,29.5,73.3,7.9,0.92,90.6,2.8,49.4,35.68,Clear,Quadcopter,Suburban,False,False,False,True,Basic,Medium,-3.27,Low
FL101990,7.7,84.1,32.3,71.2,4.4,3.02,94.1,1.6,67.4,54.06,Clear,Quadcopter,Urban,False,False,False,False,Advanced,High,-4.32,Low
FL101194,12.26,63.7,31.4,83.4,11.6,2.51,147.0,2.1,50.3,55.94,Rainy,Quadcopter,Urban,False,False,False,True,Expert,Medium,-2.38,Low
FL101769,1.99,72.7,29.7,37.1,9.4,0.67,76.8,3.4,59.6,38.95,Clear,Hexacopter,Rural,False,False,False,False,Basic,Medium,-7.78,Low
FL101675,9.14,92.2,37.0,24.2,8.3,2.76,81.2,4.4,45.5,52.81,Clear,Quadcopter,Urban,False,False,False,False,Basic,High,-3.24,Low
FL101121,8.31,90.6,35.7,87.2,4.2,0.91,84.6,7.9,51.0,46.44,Cloudy,Hexacopter,Suburban,False,False,False,True,Advanced,Medium,-0.06,Low
FL100187,13.87,66.4,38.2,51.9,4.0,1.06,118.0,0.3,15.7,54.86,Cloudy,FixedWing,Suburban,False,False,False,True,Advanced,Low,-1.12,Low
FL100619,8.83,88.5,33.2,47.5,20.2,1.91,76.4,4.9,3.4,51.56,Cloudy,Hexacopter,Urban,False,False,True,False,Basic,Low,16.55,Medium
FL101612,6.82,72.3,27.1,55.2,5.6,3.98,109.9,1.3,24.2,50.38,Clear,Hexacopter,Suburban,False,True,False,False,Advanced,Low,2.41,Low
FL101175,8.46,96.8,33.2,32.9,13.2,2.04,103.8,5.7,60.6,42.02,Foggy,Hexacopter,Restricted,False,False,False,False,Basic,Medium,6.2,Low
FL101182,0.85,86.1,24.6,48.1,33.6,1.05,102.2,1.6,79.8,43.89,Rainy,Hexacopter,Urban,False,False,True,True,Advanced,High,13.85,Medium
FL102384,7.45,80.7,32.7,51.8,9.8,2.53,119.7,3.5,43.7,53.44,Clear,Quadcopter,Suburban,False,False,False,False,Advanced,Low,-3.07,Low
FL102715,12.63,65.0,48.0,40.6,11.1,1.15,95.8,2.7,39.8,56.0,Clear,Quadcopter,Restricted,True,False,False,False,Basic,Medium,-2.53,Low
FL100614,3.79,79.2,33.2,61.9,23.2,2.49,87.3,0.0,13.5,58.06,Rainy,Hexacopter,Rural,True,False,False,True,Expert,Low,2.33,Low
FL101513,5.65,100.0,12.0,100.0,11.1,3.5,107.8,0.7,42.0,40.27,Clear,Quadcopter,Rural,True,False,False,True,Advanced,Medium,-1.78,Low
FL101466,6.82,85.0,29.9,38.8,2.7,2.46,111.0,0.6,30.2,38.11,Windy,Hexacopter,Suburban,False,False,False,True,Basic,Medium,5.83,Low
FL100401,1.07,87.6,26.4,62.9,15.0,1.75,110.5,1.7,21.9,53.57,Windy,FixedWing,Urban,True,True,False,True,Expert,Low,-3.57,Low
FL100994,12.35,80.3,22.5,32.5,5.2,1.86,73.0,1.4,21.4,54.11,Cloudy,Quadcopter,Urban,False,False,False,True,Basic,Medium,-8.94,Low
FL100934,14.6,74.9,6.8,40.6,8.3,2.77,88.8,4.2,80.7,39.49,Clear,FixedWing,Suburban,False,True,False,False,Expert,High,-3.52,Low
FL100371,7.27,57.0,48.0,67.9,1.9,0.7,96.6,2.4,51.6,52.92,Windy,Quadcopter,Rural,False,False,False,False,Advanced,High,0.42,Low
FL101922,4.08,89.2,27.1,34.3,16.6,2.7,98.4,8.0,79.3,48.63,Clear,Hexacopter,Urban,False,False,False,True,Advanced,Medium,4.85,Low
FL102306,2.5,74.7,26.3,42.2,4.1,1.98,116.7,3.4,32.2,39.85,Foggy,Quadcopter,Suburban,True,False,False,True,Basic,Medium,18.29,High
FL100593,1.75,79.0,41.6,53.4,3.0,0.35,109.6,1.7,69.3,51.43,Cloudy,Quadcopter,Restricted,False,True,False,False,Advanced,Medium,52.17,High
FL101910,5.57,69.9,32.2,63.9,4.3,2.2,107.3,10.7,28.9,39.46,Cloudy,Hexacopter,Urban,False,False,False,False,Basic,Low,-2.16,Low
FL100726,5.49,73.4,15.9,52.8,6.4,1.92,104.1,0.2,50.3,42.84,Cloudy,Hexacopter,Suburban,True,False,False,False,Advanced,Medium,10.2,Medium
FL100826,5.54,109.6,39.5,57.9,36.5,1.6,53.0,1.7,13.7,52.72,Foggy,Quadcopter,Suburban,False,False,False,True,Advanced,Low,-2.66,Low
FL101674,5.94,90.3,28.8,88.2,8.3,3.24,92.5,2.3,42.1,40.43,Clear,Quadcopter,Urban,False,False,False,True,Advanced,Medium,-4.97,Low
FL100687,1.34,72.8,27.3,58.0,4.7,2.21,46.9,0.8,61.2,40.14,Rainy,Quadcopter,Urban,False,True,False,True,Basic,High,8.24,Medium
FL102215,24.58,73.6,26.6,64.7,4.8,1.42,81.5,0.0,31.6,44.5,Cloudy,FixedWing,Suburban,False,False,False,False,Basic,Low,47.66,High
FL100136,3.34,53.1,29.9,50.6,4.2,2.18,86.9,0.8,41.4,67.34,Cloudy,Hexacopter,Rural,False,False,False,True,Advanced,Medium,-1.66,Low
FL102764,9.01,73.1,25.3,72.7,20.5,1.45,93.8,6.5,16.3,66.34,Clear,Quadcopter,Rural,False,True,False,True,Advanced,Low,-14.01,Low
FL100628,3.63,63.5,18.0,42.4,7.4,1.07,54.7,3.0,31.6,52.01,Stormy,Quadcopter,Suburban,False,False,False,True,Basic,Low,14.83,Medium
FL100334,1.21,100.0,20.8,46.7,11.0,0.57,110.4,9.5,30.6,64.85,Rainy,Quadcopter,Urban,False,False,False,True,Expert,Medium,-6.24,Low
FL100390,7.16,100.0,20.7,76.3,9.5,1.82,120.8,2.7,28.1,51.94,Clear,Hexacopter,Rural,False,False,False,True,Advanced,Low,-6.84,Low
FL102309,2.11,91.0,23.7,52.9,3.6,1.3,101.3,1.5,41.9,41.38,Clear,Quadcopter,Suburban,False,False,True,True,Advanced,Low,9.8,Medium
FL101109,13.12,69.9,40.0,54.7,8.6,2.21,126.3,2.7,37.0,47.05,Clear,Hexacopter,Urban,True,False,False,True,Basic,Medium,34.25,High
FL101737,5.02,81.4,37.7,58.8,14.6,0.34,79.4,1.6,31.2,45.03,Stormy,Hexacopter,Suburban,False,True,False,False,Advanced,Low,2.72,Low
FL102698,10.06,99.1,13.7,73.5,9.5,2.08,148.6,0.1,57.4,48.6,Cloudy,FixedWing,Urban,False,False,False,False,Expert,Medium,-2.21,Low
FL100710,5.1,91.8,22.3,49.9,8.4,2.2,103.2,2.5,39.8,50.79,Cloudy,Hexacopter,Urban,False,True,False,True,Basic,Low,2.42,Low
FL101039,6.4,78.4,32.1,61.7,5.2,2.71,119.4,3.2,27.0,55.18,Rainy,Quadcopter,Urban,False,True,False,True,Advanced,Medium,13.43,Medium
FL102714,80.43,74.2,39.5,85.2,9.4,0.31,81.9,0.5,20.0,40.39,Stormy,Hexacopter,Suburban,True,False,False,False,Basic,Low,17.84,Medium
FL101850,14.32,93.9,24.8,46.9,26.6,1.39,74.6,4.5,49.3,60.05,Cloudy,Quadcopter,Urban,False,False,False,False,Advanced,Medium,-3.65,Low
FL102595,2.58,73.1,29.8,47.1,7.2,2.12,94.4,3.1,62.8,44.76,Clear,Quadcopter,Urban,False,False,False,False,Advanced,Medium,-7.72,Low
FL101561,7.08,92.1,35.2,79.6,17.1,1.42,77.3,2.2,13.5,59.11,Foggy,Hexacopter,Suburban,True,False,False,True,Basic,Low,-3.9,Low
FL102757,5.03,60.7,27.9,72.3,13.4,1.23,79.1,9.1,71.1,48.94,Windy,Hexacopter,Urban,False,False,False,False,Advanced,High,7.55,Low
FL101594,8.25,54.8,33.0,35.2,6.9,2.59,87.4,0.9,43.8,53.25,Clear,Hexacopter,Suburban,False,False,False,True,Basic,Medium,3.75,Low
FL102750,4.36,71.4,27.2,55.1,9.2,1.18,102.8,1.9,76.1,44.24,Clear,Quadcopter,Suburban,False,False,False,False,Advanced,High,-0.17,Low
FL101112,1.38,75.1,35.4,67.5,13.2,3.56,83.8,3.5,39.9,58.73,Clear,Quadcopter,Suburban,True,False,False,False,Advanced,Medium,-6.96,Low
FL100465,5.26,69.6,33.2,51.0,9.6,4.08,135.2,2.5,51.6,46.69,Rainy,Quadcopter,Suburban,False,False,False,True,Basic,Medium,5.93,Low
FL101560,5.49,94.3,33.6,66.0,2.0,3.06,88.6,0.3,39.9,64.69,Cloudy,FixedWing,Urban,False,False,True,False,Basic,Medium,18.04,High
FL101223,2.82,42.9,28.6,55.2,16.2,0.59,100.0,13.6,26.7,55.08,Rainy,Hexacopter,Urban,False,False,False,True,Advanced,Low,10.28,Medium
FL101953,8.27,87.9,41.0,48.2,5.1,2.31,77.8,3.4,45.2,49.27,Rainy,FixedWing,Rural,False,True,False,True,Basic,Medium,6.43,Low
FL102966,10.47,68.2,31.4,79.7,10.5,1.8,106.0,1.0,45.0,50.32,Clear,FixedWing,Suburban,False,False,False,False,Basic,Medium,9.79,Medium
FL102348,12.26,82.4,25.0,53.8,25.7,1.04,126.3,2.2,51.2,49.81,Clear,FixedWing,Restricted,False,False,False,False,Basic,Medium,1.56,Low
FL101508,4.07,86.9,29.8,64.6,11.9,0.88,97.4,0.4,41.8,33.74,Foggy,FixedWing,Urban,False,False,False,True,Basic,Medium,13.84,Medium
FL101104,8.36,77.2,15.9,69.4,11.2,5.83,97.6,1.4,74.9,54.2,Cloudy,Quadcopter,Urban,True,False,False,False,Advanced,Medium,15.97,Medium
FL101988,4.69,75.2,22.3,62.9,14.8,1.44,87.1,4.9,10.4,46.31,Clear,Hexacopter,Rural,False,False,False,False,Basic,Low,-3.78,Low
FL100338,3.97,95.2,32.1,64.0,7.6,1.6,70.9,0.4,30.7,42.84,Rainy,Quadcopter,Urban,False,False,False,True,Basic,Medium,14.52,Medium
FL100215,10.22,74.4,29.1,46.1,6.1,1.2,112.3,1.4,31.1,50.38,Stormy,Quadcopter,Urban,True,False,False,False,Basic,Low,14.5,Medium
FL101615,7.6,77.3,23.1,89.7,14.9,2.32,122.1,0.5,36.1,49.21,Foggy,Hexacopter,Urban,True,False,False,False,Basic,Medium,13.91,Medium
FL101916,4.36,69.9,26.4,71.1,5.5,1.55,142.2,1.9,25.5,46.16,Clear,Quadcopter,Rural,False,True,False,True,Basic,Medium,0.18,Low
FL102514,2.56,79.5,21.9,76.9,1.4,1.69,96.4,0.5,34.6,37.91,Clear,Quadcopter,Suburban,False,False,False,False,Advanced,Low,-1.23,Low
FL102804,9.36,89.4,26.8,41.9,4.5,2.36,66.1,6.3,58.4,67.0,Foggy,Quadcopter,Suburban,True,True,False,False,Basic,Medium,10.76,Medium
FL101592,5.71,95.7,39.7,26.0,8.4,1.88,89.2,10.2,89.5,56.66,Stormy,Hexacopter,Urban,True,False,False,False,Basic,High,18.04,High
FL102240,16.07,54.7,25.0,53.0,14.0,1.07,47.5,2.7,28.7,49.24,Windy,Quadcopter,Urban,False,True,False,True,Basic,Low,11.88,Medium
FL101684,8.91,79.4,38.0,46.0,3.2,1.78,73.4,12.1,24.4,39.89,Foggy,FixedWing,Urban,False,False,False,False,Expert,Low,-0.75,Low
FL102522,2.64,74.1,39.6,64.2,16.8,1.44,83.9,5.9,42.6,57.1,Clear,Hexacopter,Urban,False,False,False,True,Advanced,Medium,-12.52,Low
FL100816,4.18,83.2,23.8,45.3,13.9,2.11,89.0,1.1,36.1,63.95,Cloudy,Quadcopter,Rural,False,True,False,True,Expert,Low,-3.65,Low
FL101067,2.98,68.5,28.4,69.6,6.1,1.54,116.2,5.1,21.4,44.88,Rainy,Quadcopter,Rural,True,False,False,True,Advanced,Low,13.66,Medium
FL102003,21.67,70.6,44.4,53.4,3.2,2.35,121.5,2.0,16.4,54.29,Rainy,FixedWing,Restricted,True,False,False,True,Expert,Low,33.78,High
FL100274,4.93,60.8,20.0,57.2,32.7,1.35,90.0,2.2,26.8,59.6,Cloudy,Quadcopter,Urban,False,True,False,False,Basic,Medium,1.26,Low
FL102244,3.26,78.5,27.9,74.7,2.1,0.83,102.5,0.5,43.5,48.86,Rainy,Quadcopter,Rural,False,False,False,False,Advanced,Medium,1.96,Low
FL100865,6.47,80.4,16.5,39.5,13.0,2.12,116.7,4.0,62.9,50.53,Cloudy,Quadcopter,Suburban,True,False,False,True,Basic,High,0.51,Low
FL100101,0.75,93.0,13.2,58.9,4.7,2.66,41.9,7.5,10.5,,Foggy,Quadcopter,Suburban,False,True,False,False,Advanced,Low,13.04,Medium
FL101501,7.25,83.7,39.8,78.4,9.2,1.01,144.8,1.0,48.6,70.48,Foggy,Quadcopter,Urban,True,False,False,False,Basic,Medium,12.59,Medium
FL102149,2.75,71.8,26.5,36.2,12.0,1.05,99.9,3.8,58.1,59.86,Windy,Hexacopter,Urban,False,False,False,True,Basic,Medium,-3.5,Low
FL100171,7.44,90.8,13.3,62.6,4.6,1.23,127.5,4.4,45.9,42.49,Clear,Quadcopter,Urban,False,False,False,True,Expert,Medium,-11.57,Low
FL100107,4.65,85.4,28.7,57.6,3.5,0.85,62.2,1.6,50.3,51.84,Cloudy,Quadcopter,Rural,False,True,False,True,Advanced,Medium,2.71,Low
FL101862,13.65,78.9,34.7,49.6,19.9,0.88,119.7,3.8,26.9,48.83,Clear,Hexacopter,Urban,False,True,False,False,Expert,Low,-12.28,Low
FL101521,2.99,72.1,18.6,61.1,16.6,1.5,83.3,4.8,46.7,55.4,Rainy,FixedWing,Suburban,True,False,False,True,Basic,Medium,-2.04,Low
FL102987,7.1,68.5,36.7,63.6,6.2,4.98,143.1,11.9,29.8,46.69,Cloudy,Quadcopter,Urban,False,False,False,False,Basic,Low,-3.32,Low
FL102202,5.74,64.4,18.7,9.8,2.2,3.46,89.7,0.9,0.0,45.77,Clear,FixedWing,Urban,False,False,False,True,Basic,Low,9.05,Medium
FL102054,2.56,100.0,31.5,37.9,25.9,3.3,40.0,3.2,26.0,49.47,Windy,Quadcopter,Urban,True,False,False,False,Advanced,Low,6.84,Low
FL101764,11.73,61.3,37.2,49.5,2.8,3.29,80.5,2.3,63.6,52.43,Foggy,Quadcopter,Urban,True,False,False,True,Basic,Medium,8.84,Medium
FL102033,8.72,86.3,38.0,55.2,41.3,2.58,120.7,3.5,30.4,41.19,Cloudy,Quadcopter,Urban,False,False,False,False,Expert,Low,-8.97,Low
FL101962,6.09,78.1,27.6,59.7,9.3,1.96,90.8,6.0,32.3,54.04,Clear,Quadcopter,Urban,True,False,False,True,Basic,Low,-4.82,Low
FL102250,6.31,85.2,34.4,74.1,20.0,2.66,126.4,10.5,30.8,61.23,Rainy,Quadcopter,Suburban,False,False,False,False,Basic,Medium,9.15,Medium
FL102340,9.68,65.6,24.1,75.1,3.2,1.15,95.1,4.4,62.9,59.66,Clear,Quadcopter,Rural,False,False,False,True,Basic,Medium,2.05,Low
FL102575,11.61,75.4,20.2,40.8,18.4,1.46,108.6,3.3,30.2,49.46,Foggy,Quadcopter,Restricted,False,False,False,False,Expert,Medium,4.18,Low
FL101924,4.38,75.9,17.7,31.6,31.5,0.36,90.4,4.4,62.0,44.65,Cloudy,Quadcopter,Urban,False,False,False,True,Basic,Medium,-0.55,Low
FL100295,2.16,100.0,30.5,55.3,8.9,0.8,133.3,1.9,22.0,46.45,Clear,Quadcopter,Rural,False,False,False,True,Expert,Medium,-10.63,Low
FL100712,2.81,73.0,19.2,28.2,11.1,1.12,61.1,2.9,16.5,35.88,Cloudy,Quadcopter,Urban,False,False,False,True,Basic,Low,3.36,Low
FL100072,3.68,73.0,37.6,45.0,4.1,3.38,88.4,0.9,53.0,57.92,Clear,Quadcopter,Suburban,True,False,False,True,Advanced,Medium,3.02,Low
FL101952,6.93,74.0,37.2,61.6,10.1,2.83,69.4,0.4,64.3,44.7,Rainy,Quadcopter,Rural,True,True,False,True,Advanced,Medium,5.2,Low
FL102269,9.26,85.0,16.0,53.9,18.4,2.16,60.8,4.8,57.2,58.43,Rainy,Quadcopter,Urban,False,True,False,False,Advanced,Medium,2.89,Low
FL102561,5.21,82.5,32.5,66.7,24.8,3.01,114.7,1.1,77.5,47.4,Rainy,Quadcopter,Urban,True,False,False,True,Basic,High,0.36,Low
FL102885,5.73,80.8,33.6,46.6,17.7,3.31,112.0,1.0,10.4,38.94,Clear,Hexacopter,Suburban,False,False,False,False,Expert,Low,-1.87,Low
FL100481,5.96,99.7,23.0,56.0,0.8,2.1,120.6,0.1,62.9,46.45,Rainy,FixedWing,Urban,False,True,False,False,Advanced,Medium,8.05,Medium
